Gene	Gene
FAM45A	NDNE
ETNK1	NDNE
SPRR2B	NDNE
KIAA0087	NDNE
C9orf135	NDNE
ATAD1	NDNE
TMEM235	NDNE
LTV1	NDNE
LYPLA1	NDNE
TAF1L	NDNE
RPL26L1	NDNE
HCAR2	NDNE
HIST1H1E	NDNE
RD3	NDNE
PPP1R16B	NDNE
ZNF7	NDNE
PCDHGA8	NDNE
ESAM	NDNE
ANKRD63	NDNE
CCIN	NDNE
STX7	NDNE
PRAMEF4	NDNE
CNTD2	NDNE
MOB3B,MOBKL2B	NDNE
EPYC	NDNE
PKIG	NDNE
MLEC	NDNE
LANCL1	NDNE
ARHGAP18	NDNE
MFAP3L	NDNE
PRPF40A	NDNE
RRP9	NDNE
ZNF534	NDNE
FABP7	NDNE
SGIP1	NDNE
KDF1	NDNE
PLIN5	NDNE
LINC01465	NDNE
FLT3	NDNE
TMEM8C	NDNE
CRIP3	NDNE
SLC1A5	NDNE
TUBB4A	NDNE
BFAR	NDNE
STXBP4	NDNE
UBAP2	NDNE
COLGALT1	NDNE
ZNF862	NDNE
EPHX2	NDNE
OR52B2	NDNE
ISY1	NDNE
LRCH3	NDNE
SERPINA9	NDNE
NEU4	NDNE
HMGB4	NDNE
TXNDC8	NDNE
GPT	NDNE
SRRD	NDNE
DACT2	NDNE
NBPF8	NDNE
GHDC	NDNE
UBXN11	NDNE
CYP2S1	NDNE
ASTL	NDNE
TJP3	NDNE
CUEDC1	NDNE
GK2	NDNE
CBWD5	NDNE
C14orf79	NDNE
GRSF1	NDNE
SLC26A8	NDNE
AGBL2	NDNE
AKT1S1	NDNE
UBE2L6	NDNE
SCGB2B2	NDNE
EMR2	NDNE
NIFK	NDNE
C20orf144	NDNE
COPB2	NDNE
SF3B5	NDNE
ZNF398	NDNE
ALLC	NDNE
ZNF329	NDNE
SCGB1D1	NDNE
MRPL57	NDNE
RAB40B	NDNE
C1QTNF3	NDNE
TMEM106C	NDNE
DHFRL1	NDNE
LY6H	NDNE
MAZ	NDNE
ZNF232	NDNE
ZNF397	NDNE
CHRDL2	NDNE
PCDHA2	NDNE
CACYBP	NDNE
GPRIN3	NDNE
VRTN	NDNE
ZNF597	NDNE
KIF6	NDNE
RNF166	NDNE
EIF1	NDNE
SDK2	NDNE
FAM212B	NDNE
C15orf40	NDNE
TEFM	NDNE
SLC39A1	NDNE
ZNF25	NDNE
ARHGAP24	NDNE
TTC38	NDNE
RPRM	NDNE
IFIT2	NDNE
SLTM	NDNE
SP100	NDNE
CTU2	NDNE
CYP4F22	NDNE
WSB2	NDNE
NAP1L1	NDNE
RRM1	NDNE
CST11	NDNE
SPRR2A	NDNE
C3orf52	NDNE
COPZ2	NDNE
DDHD2	NDNE
BLOC1S1	NDNE
AMPD2	NDNE
ZBTB16	NDNE
LTBR	NDNE
GFRA3	NDNE
UROC1	NDNE
NDUFA10	NDNE
NR1I2	NDNE
PCDHGA3	NDNE
GLYR1	NDNE
PQLC3	NDNE
TONSL	NDNE
SERPINA5	NDNE
SLC52A3	NDNE
YAF2	NDNE
GCLM	NDNE
TESC	NDNE
BMPR1B	NDNE
JMJD2B,KDM4B	NDNE
OLIG1	NDNE
USP17L21	NDNE
CADM1	NDNE
POLR2D	NDNE
CCDC106	NDNE
SAMD15	NDNE
ZNF560	NDNE
PEG3	NDNE
CENPN	NDNE
MINA	NDNE
THOP1	NDNE
SHPK	NDNE
HIVEP3	NDNE
LINC01552	NDNE
SOWAHC	NDNE
TECR	NDNE
CYP4V2	NDNE
GPX8	NDNE
DDX55	NDNE
PTCD3	NDNE
ZNF143	NDNE
LGALS9C	NDNE
KRTAP25-1	NDNE
C2orf76	NDNE
PLEKHF1	NDNE
YARS2	NDNE
PIP	NDNE
FGF5	NDNE
STRADB	NDNE
ZNF43	NDNE
PCDHGA5	NDNE
RDH16	NDNE
CYP26C1	NDNE
KRTAP4-1	NDNE
CBLB	NDNE
APOBEC3F	NDNE
TLL2	NDNE
DCXR	NDNE
HS3ST6	NDNE
KIF4B	NDNE
SPRN	NDNE
DTNA	NDNE
CGN	NDNE
TMEM254	NDNE
TENM2	NDNE
ULK3	NDNE
DUSP12	NDNE
ARL2BP	NDNE
RAB14	NDNE
USP50	NDNE
ZFPL1	NDNE
TTC23L	NDNE
HINT3	NDNE
SSPN	NDNE
MED16	NDNE
GDA	NDNE
SLCO4A1	NDNE
LRRC4	NDNE
ZSCAN23	NDNE
SH3RF2	NDNE
ABCC3	NDNE
TFG	NDNE
SCCPDH	NDNE
OR6S1	NDNE
MATN4	NDNE
LGI3	NDNE
KRTAP5-4	NDNE
CHKB-CPT1B	NDNE
FAM192A	NDNE
SPAG7	NDNE
OR5B2	NDNE
NCEH1	NDNE
SPRR1B	NDNE
LARP7	NDNE
HIBADH	NDNE
CNGA1	NDNE
GPR83	NDNE
PWP1	NDNE
CCDC127	NDNE
ZNF200	NDNE
TPM4	NDNE
ZNF345	NDNE
C15orf52	NDNE
ARHGEF12	NDNE
ORC5	NDNE
GTF2IRD2	NDNE
EML5	NDNE
ZFP1	NDNE
ZNF217	NDNE
MRPS27	NDNE
MANSC4	NDNE
POLR3K	NDNE
SLC16A6	NDNE
MUC13	NDNE
RAET1L	NDNE
APOD	NDNE
ZNF641	NDNE
OR2A1	NDNE
SLC44A4	NDNE
SAMD13	NDNE
TMEM126A	NDNE
COL24A1	NDNE
ENKUR	NDNE
SGPL1	NDNE
PIK3R5	NDNE
MTRNR2L8	NDNE
GDF7	NDNE
DUSP26	NDNE
SPSB1	NDNE
AGBL5	NDNE
FAM19A4	NDNE
THEM4	NDNE
NLRP3,CIAS1	NDNE
KLRC4	NDNE
UBAP1L	NDNE
GOLGA7	NDNE
TMEM200A	NDNE
LARP4B	NDNE
PON2	NDNE
JOSD1	NDNE
ZFAND3	NDNE
CXXC5	NDNE
TOE1	NDNE
SRP72	NDNE
OR52W1	NDNE
HIVEP1	NDNE
LAD1	NDNE
GPATCH3	NDNE
EMC6	NDNE
MRPL41	NDNE
EPHA8	NDNE
TMPRSS12	NDNE
SYNPO	NDNE
FMNL1	NDNE
USP10	NDNE
SLC9B1	NDNE
TP53I13	NDNE
TRIM43	NDNE
SPRR2D	NDNE
OR52N5	NDNE
FAM189A2	NDNE
TXNRD3NB	NDNE
FBXO42	NDNE
DEFB115	NDNE
KLHL26	NDNE
MGAT4B	NDNE
MTSS1L	NDNE
MED22	NDNE
PVRL1	NDNE
DAK	NDNE
DRD5	NDNE
MRPL14	NDNE
WDR61	NDNE
CDKL2	NDNE
HFM1	NDNE
CLEC4G	NDNE
OR6B3	NDNE
C10orf88	NDNE
ALG1	NDNE
FASTKD3	NDNE
RARS	NDNE
PRR15L	NDNE
DTX4	NDNE
PIK3CD-AS1	NDNE
DNAJB2	NDNE
FAM110D	NDNE
CRYGS	NDNE
SZRD1	NDNE
TRIM22	NDNE
CLCA1	NDNE
USPL1	NDNE
OVGP1	NDNE
HEPACAM	NDNE
FAP	NDNE
C1orf145	NDNE
STRADA	NDNE
ARL5C	NDNE
FGFBP2	NDNE
SERINC4	NDNE
DCAF6	NDNE
SCARF1	NDNE
PRAMEF7	NDNE
RPL15	NDNE
OR1L4	NDNE
FAF2	NDNE
CSNK2A3	NDNE
ZBBX	NDNE
IL16	NDNE
B9D1	NDNE
HSD17B8	NDNE
NHLH2	NDNE
ZC3H10	NDNE
C1orf101	NDNE
PYROXD1	NDNE
TRAF7	NDNE
GGA3	NDNE
B4GALT3	NDNE
HLA-DMB	NDNE
LURAP1L,C9orf150	NDNE
LPCAT4	NDNE
FRMD3	NDNE
STPG2	NDNE
TESK1	NDNE
KRTAP19-7	NDNE
C4BPA	NDNE
YTHDF1	NDNE
TBC1D22A	NDNE
DUSP7	NDNE
EMC2	NDNE
ATP2C2	NDNE
LCN15	NDNE
KLRB1	NDNE
BCO2	NDNE
LMBR1L	NDNE
STOML3	NDNE
FAM46C	NDNE
APOF	NDNE
PLA2G15	NDNE
PRMT9	NDNE
LILRA1	NDNE
TMEM260	NDNE
TNFAIP8	NDNE
SERPINB2	NDNE
ARL1	NDNE
ASCL3	NDNE
KCNH3	NDNE
HYI	NDNE
AGAP2-AS1	NDNE
NEDD4L	NDNE
PRMT3	NDNE
RBM5	NDNE
NPW	NDNE
OR4D11	NDNE
HKDC1	NDNE
GLYAT	NDNE
PDCD1	NDNE
PIGB	NDNE
NXF1	NDNE
OR52B1P	NDNE
SPAG11B	NDNE
L3MBTL1	NDNE
SGK1	NDNE
HSD11B1	NDNE
ABHD10	NDNE
ENTPD8	NDNE
STAG3	NDNE
ZBTB47	NDNE
KLHDC8B	NDNE
PLD2	NDNE
PUF60	NDNE
ZNF844	NDNE
DEFB128	NDNE
ST8SIA5	NDNE
NPC1L1	NDNE
MC3R	NDNE
SYNC	NDNE
BGLAP	NDNE
TMEM82	NDNE
CR1L	NDNE
PRR25	NDNE
MCRS1	NDNE
SEC23A	NDNE
TMEM110-MUSTN1	NDNE
ERICH3	NDNE
TLX1NB	NDNE
MARCH3	NDNE
HIBCH	NDNE
OPALIN	NDNE
PADI2	NDNE
FBN3	NDNE
KRTAP26-1	NDNE
TTC6	NDNE
CDH17	NDNE
LECT2	NDNE
CLP1	NDNE
PTRH1	NDNE
PENK	NDNE
MTIF3	NDNE
CCDC15	NDNE
FAM98A	NDNE
POU6F1	NDNE
SNRNP70	NDNE
MBOAT2	NDNE
NAA38	NDNE
ZNF569	NDNE
RPAIN	NDNE
THEMIS2	NDNE
NUPR1L	NDNE
RAPH1	NDNE
XKR8	NDNE
ACSM2A	NDNE
CPSF3	NDNE
DYDC1	NDNE
PET117	NDNE
OR6F1	NDNE
DUSP3	NDNE
PPP1CC	NDNE
SNX20	NDNE
GIMAP4	NDNE
COASY	NDNE
P2RX5	NDNE
ME3	NDNE
HCLS1	NDNE
PTPN4	NDNE
CROT	NDNE
NAA20	NDNE
CYB5D2	NDNE
ITGA11	NDNE
SYNPR	NDNE
PSD3	NDNE
TTC9B	NDNE
MARK4	NDNE
KRTAP5-5	NDNE
COA3	NDNE
C11orf54	NDNE
RIMS2	NDNE
HIST1H2BC	NDNE
USP17L17	NDNE
INPP1	NDNE
PATE3	NDNE
OPN5	NDNE
OBSCN	NDNE
FAM13B	NDNE
SH3BP4	NDNE
GOLGA8S	NDNE
FAM213B,C1orf93	NDNE
KIAA0141	NDNE
TIMM8B	NDNE
OR5T2	NDNE
UBE2C	NDNE
HSCB	NDNE
PTPRH	NDNE
LARP1	NDNE
ZNF268	NDNE
C15orf65	NDNE
ARHGAP21	NDNE
GLYATL3	NDNE
GCNT2	NDNE
COX4I2	NDNE
CYP46A1	NDNE
CEP192	NDNE
KPNA3	NDNE
KLHL42,KLHDC5	NDNE
ELFN2	NDNE
PRKCZ	NDNE
PTCD1	NDNE
OR4Q3	NDNE
CCL28	NDNE
C19orf26	NDNE
PROK2	NDNE
JADE2	NDNE
KLK10	NDNE
TMEM26	NDNE
KLHL33	NDNE
SYNPO2	NDNE
S100A7L2	NDNE
CCDC71	NDNE
AASS	NDNE
SPATS1	NDNE
GALNTL5	NDNE
KRTAP10-2	NDNE
MDC1	NDNE
MFSD5	NDNE
ARHGEF11	NDNE
RSRC1	NDNE
CD300A	NDNE
C5orf66	NDNE
SF3B6	NDNE
DEFB118	NDNE
LARS	NDNE
SMCO3	NDNE
SPPL2C	NDNE
MAN2B2	NDNE
UFSP1	NDNE
MS4A7	NDNE
LHX9	NDNE
CD93	NDNE
GPX5	NDNE
AGK	NDNE
DIRC3	NDNE
C1QA	NDNE
IDH2	NDNE
LRRC20	NDNE
SLC22A31	NDNE
PHF21B	NDNE
POMT2	NDNE
EXO1	NDNE
GALNT16	NDNE
RTCA	NDNE
WDR35	NDNE
TGS1	NDNE
ZDHHC20	NDNE
FTMT	NDNE
TMEM37	NDNE
RPA2	NDNE
RELL2	NDNE
FAM151B	NDNE
HLA-E	NDNE
STK17B	NDNE
AZGP1	NDNE
TMEM98	NDNE
PGM1	NDNE
ANKRD36	NDNE
NUP37	NDNE
RNF146	NDNE
DRC7	NDNE
VWDE	NDNE
SEMA4B	NDNE
SDF2L1	NDNE
NCMAP	NDNE
PIWIL4	NDNE
PPP1R3E	NDNE
OGFRL1	NDNE
ITGBL1	NDNE
CIB1	NDNE
MYO7B	NDNE
LDLRAP1	NDNE
TAPBPL	NDNE
HNRNPUL2	NDNE
CCDC115	NDNE
DNAAF3	NDNE
ADAMDEC1	NDNE
ABCF2	NDNE
C11orf85	NDNE
TBL3	NDNE
WDR89	NDNE
ERICH6B	NDNE
OR5P3	NDNE
FAM92B	NDNE
ESF1	NDNE
DEF8	NDNE
TRAPPC2L	NDNE
ITFG1	NDNE
AOC1	NDNE
BLOC1S2	NDNE
CLK4	NDNE
PDZK1	NDNE
NEDD8-MDP1	NDNE
ATP6V0A4	NDNE
MAF1	NDNE
PCDHB8	NDNE
NFKBID	NDNE
CAMK2N1	NDNE
C11orf87	NDNE
CDH22	NDNE
GSK3A	NDNE
IQCF3	NDNE
STX2	NDNE
PIAS3	NDNE
TNFAIP6	NDNE
C1orf143	NDNE
USH2A	NDNE
C15orf61	NDNE
NCAM2	NDNE
DUSP15	NDNE
KIAA1191	NDNE
TMEM135	NDNE
SCLY	NDNE
AIG1	NDNE
ACN9	NDNE
APBB1	NDNE
CLDN3	NDNE
CSNK1G1	NDNE
SHBG	NDNE
FAM19A3	NDNE
CD63	NDNE
BSPH1	NDNE
SLC6A3	NDNE
ZDHHC5	NDNE
ADI1	NDNE
GOT2	NDNE
MAP1LC3C	NDNE
CLLU1OS	NDNE
PLEKHA4	NDNE
FRA10AC1	NDNE
FITM1	NDNE
AKAP11	NDNE
RAB7A,RAB7	NDNE
KCTD6	NDNE
MAPKBP1	NDNE
TTLL10	NDNE
ITFG2	NDNE
AKAP2	NDNE
DEF6	NDNE
PTPRR	NDNE
DZIP1L	NDNE
DTWD1	NDNE
OSTM1	NDNE
ACVR1C	NDNE
FCER1A	NDNE
MANBAL	NDNE
NAB2	NDNE
NPIPB3	NDNE
WDR38	NDNE
ZNF300	NDNE
CAPN13	NDNE
FN3KRP	NDNE
NDNL2	NDNE
RNASE8	NDNE
OR10H1	NDNE
PSMD2	NDNE
ACTL10	NDNE
MAP7D1	NDNE
ZNF697	NDNE
ADAT1	NDNE
OR10A2	NDNE
PRKCDBP	NDNE
KRT80	NDNE
MAGOHB	NDNE
LYPD6	NDNE
ANXA1	NDNE
TYMP	NDNE
SERPINA4	NDNE
ZFP14	NDNE
RD3L	NDNE
PRR20E	NDNE
SECISBP2	NDNE
FNIP1	NDNE
OR6N2	NDNE
PSMB6	NDNE
ARAP3	NDNE
SLC39A6	NDNE
SLC46A3	NDNE
NDUFS6	NDNE
DKK2	NDNE
ACAT2	NDNE
FBXL12	NDNE
TJAP1	NDNE
MRPL34	NDNE
C19orf45	NDNE
OR5K3	NDNE
OR2K2	NDNE
SLC19A3	NDNE
ADAMTSL5	NDNE
BAX	NDNE
KRTAP19-4	NDNE
FAM35A	NDNE
RBKS	NDNE
YPEL1	NDNE
MRGPRX2	NDNE
DMWD	NDNE
KNCN	NDNE
TRIM59	NDNE
ATP6V0A1	NDNE
PICK1	NDNE
KRTAP4-6	NDNE
RNF14	NDNE
ZFYVE16	NDNE
CTAGE8	NDNE
GJA3	NDNE
ICT1	NDNE
CTAGE9	NDNE
BTF3L4	NDNE
UPK1B	NDNE
RRNAD1	NDNE
DNAJB11	NDNE
ZNF593	NDNE
PGM2L1	NDNE
SPINK2	NDNE
CCAR1	NDNE
NUDT21	NDNE
WDHD1	NDNE
OR2F2	NDNE
RNF126	NDNE
PGD	NDNE
FUT11	NDNE
FBXW12	NDNE
ZNF639	NDNE
PPIAL4G	NDNE
ALPK1	NDNE
PRAMEF14	NDNE
PPL	NDNE
MTHFSD	NDNE
PRCP	NDNE
TRPV6	NDNE
CENPK	NDNE
COL27A1	NDNE
SMIM13	NDNE
FAM168B	NDNE
SNX31	NDNE
GALR3	NDNE
DYNLRB1	NDNE
ZNF837	NDNE
ALOX5AP	NDNE
PDZD9	NDNE
EEF1G	NDNE
TAOK2	NDNE
SP9	NDNE
SH3TC1	NDNE
KIAA1211	NDNE
TMX4	NDNE
APOBEC3H	NDNE
ZDHHC8	NDNE
IL27,C19orf10	NDNE
LEUTX	NDNE
SSC5D	NDNE
C5orf47	NDNE
WFIKKN2	NDNE
DDX24	NDNE
LSMEM1	NDNE
GBP1	NDNE
CTRC	NDNE
FUBP3	NDNE
CSRP1	NDNE
NUP35	NDNE
LONP1	NDNE
ZSCAN5C	NDNE
COQ2	NDNE
TTC5	NDNE
STYK1	NDNE
CORO2A	NDNE
PSMB5	NDNE
RDH8	NDNE
CRYBA1	NDNE
TARS	NDNE
SLC18B1	NDNE
UHRF2	NDNE
PLB1	NDNE
GOLGA8T	NDNE
LRRC59	NDNE
PSMB4	NDNE
PROSC	NDNE
DNTTIP1	NDNE
RAB4B-EGLN2	NDNE
DEFB133	NDNE
C9orf170	NDNE
FMO5	NDNE
IFNL3	NDNE
C4orf29	NDNE
BAG5	NDNE
SLC39A14	NDNE
CMPK1	NDNE
ELMOD2	NDNE
MGAT4C	NDNE
ONECUT2	NDNE
FRG1B	NDNE
GTPBP2	NDNE
PCK2	NDNE
HSP90AA1	NDNE
PCED1B,FAM113B	NDNE
PPIL1	NDNE
USP35	NDNE
RGS19	NDNE
MUCL1	NDNE
KLC1	NDNE
TSPAN3	NDNE
MBD3L4	NDNE
CD74	NDNE
CKMT1B	NDNE
CCDC141	NDNE
KRTAP9-6	NDNE
POLR3A	NDNE
FETUB	NDNE
FAM177B	NDNE
KRT79	NDNE
OR5T3	NDNE
CD177	NDNE
GCNT4	NDNE
MAP10	NDNE
CLDN23	NDNE
C7orf33	NDNE
RAPGEF5	NDNE
CD300LB	NDNE
SLC2A5	NDNE
SLC30A6	NDNE
ZFP3	NDNE
GALM	NDNE
C19orf18	NDNE
TRAK2	NDNE
ATP11AUN	NDNE
PRR5	NDNE
OTOP1	NDNE
SVOPL	NDNE
LCNL1	NDNE
FBXL14	NDNE
CLEC4E	NDNE
SHFM1	NDNE
KIAA1045	NDNE
DOCK10	NDNE
FPR2	NDNE
TRMU	NDNE
DISP2	NDNE
ADSS	NDNE
MRPL24	NDNE
SFRP5	NDNE
AGAP5	NDNE
HIST1H2BL	NDNE
STEAP1	NDNE
MARCH11	NDNE
RBPMS	NDNE
PPA2	NDNE
CCER1	NDNE
KCNS2	NDNE
LCE3C	NDNE
A2ML1	NDNE
ZNF445	NDNE
RALGAPA2	NDNE
ANGPTL2	NDNE
MMP21	NDNE
KRTCAP3	NDNE
ARHGAP22	NDNE
STEAP1B	NDNE
FMO2	NDNE
GOLIM4	NDNE
MTDH	NDNE
AKIRIN1	NDNE
LSM10	NDNE
GABARAPL3	NDNE
SLC24A5	NDNE
ZNF808	NDNE
TOMM6	NDNE
LIPM	NDNE
VSIG10L	NDNE
RABGAP1	NDNE
PRKG2	NDNE
SLC22A7	NDNE
FTSJ3	NDNE
UGT1A5	NDNE
UCHL3	NDNE
CPT1C	NDNE
FAM182B	NDNE
DMGDH	NDNE
ZNF260	NDNE
CRTC2	NDNE
MOCOS	NDNE
NPTN	NDNE
TNRC18	NDNE
VNN2	NDNE
CCBE1	NDNE
WDR70	NDNE
CDC23	NDNE
IFNB1	NDNE
HRH4	NDNE
FAM71C	NDNE
HAMP	NDNE
MADCAM1	NDNE
MAT2A	NDNE
NHP2	NDNE
DAPP1	NDNE
NID2	NDNE
ATG4C	NDNE
ATP5O	NDNE
PGP	NDNE
FDX1	NDNE
RUNDC3B	NDNE
NIN	NDNE
ANKRD9	NDNE
C2orf80	NDNE
LPGAT1	NDNE
FKBP7	NDNE
PTPLAD1	NDNE
AK8	NDNE
TGFBR3L	NDNE
ZNF451	NDNE
BPIFC	NDNE
PRR11	NDNE
DUS1L	NDNE
ATP6V1F	NDNE
TCHH	NDNE
FAM170A	NDNE
TRPC4AP	NDNE
ZNF676	NDNE
ENO2	NDNE
DYNC1LI1	NDNE
KCNIP3	NDNE
GAB4	NDNE
BCS1L	NDNE
ZNF629	NDNE
EEA1	NDNE
MICALCL	NDNE
ASIC3	NDNE
TRIM69	NDNE
ZNF669	NDNE
KLHL40	NDNE
PPAP2A	NDNE
MLNR	NDNE
OR14A2	NDNE
HNRNPDL	NDNE
CNIH1	NDNE
KIF24	NDNE
ZNF428	NDNE
KLHL14	NDNE
FZD9	NDNE
TRIM72	NDNE
KIAA1267,KANSL1	NDNE
MARS	NDNE
BIN3	NDNE
MYD88	NDNE
TMC7	NDNE
CCL25	NDNE
MSH5-SAPCD1	NDNE
TNRC6C	NDNE
CHI3L1	NDNE
FAXDC2	NDNE
LINC01547	NDNE
IQCJ	NDNE
MTERF2	NDNE
RAB6A	NDNE
ZNF341	NDNE
ST6GALNAC1	NDNE
THG1L	NDNE
KRTAP15-1	NDNE
ERVW-1	NDNE
SLC35E2B	NDNE
ZSCAN20	NDNE
PKIB	NDNE
SALM1,LRFN2	NDNE
N4BP1	NDNE
ZNF282	NDNE
CCDC43	NDNE
HOXA9	NDNE
CHMP6	NDNE
B3GAT2	NDNE
HEYL	NDNE
RFPL3S	NDNE
FKBP14	NDNE
DNAJC8	NDNE
EID1	NDNE
SCFD1	NDNE
GSTA1	NDNE
NDE1	NDNE
TM9SF3	NDNE
DDX18	NDNE
FANCI	NDNE
CTU1	NDNE
NEIL2	NDNE
VSTM1	NDNE
PTGDR	NDNE
CGB2	NDNE
NRARP	NDNE
DMP1	NDNE
OTOP2	NDNE
CCDC108	NDNE
GCSAM	NDNE
EGF	NDNE
TSPAN17	NDNE
ERICH6	NDNE
RAMP1	NDNE
KIAA1033	NDNE
SPATA4	NDNE
TOMM20	NDNE
ADAD2	NDNE
SEC14L4	NDNE
CHRNB2	NDNE
DOK2	NDNE
SPATC1L	NDNE
NOP16	NDNE
CCDC61	NDNE
SIGLEC7	NDNE
RNF145	NDNE
POP7	NDNE
LSG1	NDNE
USP2	NDNE
MB21D1	NDNE
KBTBD4	NDNE
CYB5A	NDNE
TSKU	NDNE
KRTAP9-1	NDNE
SLC17A8	NDNE
RNF216	NDNE
TTC33	NDNE
UBE2F-SCLY	NDNE
CERS2,LASS2	NDNE
G6PC2	NDNE
DEFA4	NDNE
PCSK2	NDNE
ANP32A	NDNE
OR8K5	NDNE
SYNGR2	NDNE
FASTKD2	NDNE
RASSF3	NDNE
UGT2B28	NDNE
INHBE	NDNE
URB1	NDNE
BLOC1S5	NDNE
CILP	NDNE
OR5L2	NDNE
YIPF4	NDNE
OSTC	NDNE
ENTPD3	NDNE
RC3H2	NDNE
TSPYL4	NDNE
PPP2R5B	NDNE
ING1	NDNE
KIAA0825	NDNE
NOX3	NDNE
PARP6	NDNE
LINC01387	NDNE
INO80E	NDNE
AGAP6	NDNE
FBXL4	NDNE
AP5M1	NDNE
EFCAB13	NDNE
LCE2C	NDNE
ORC1	NDNE
YBX3	NDNE
KRTAP9-7	NDNE
CFAP43	NDNE
DDR2	NDNE
MICU1	NDNE
MYH15	NDNE
UCP3	NDNE
HS3ST3A1	NDNE
FHOD3	NDNE
AHSA1	NDNE
CFDP1	NDNE
ADARB2	NDNE
ICA1L	NDNE
UBE2J2	NDNE
OR8H1	NDNE
RHBG	NDNE
TRIM38	NDNE
RNF222	NDNE
MYO15B	NDNE
DUOXA2	NDNE
TNKS1BP1	NDNE
PNLIPRP1	NDNE
MT1M	NDNE
RPL14	NDNE
CETN1	NDNE
SERF2	NDNE
NUP210	NDNE
SDK1	NDNE
NIPA1	NDNE
ATP6V0D2	NDNE
SYS1	NDNE
PPP1R3A	NDNE
GPR37	NDNE
MYOZ1	NDNE
ITIH5	NDNE
C6orf132	NDNE
GTSF1L	NDNE
ORAI3	NDNE
MIEF2	NDNE
RABL6	NDNE
LHPP	NDNE
ELAVL4	NDNE
C8orf17	NDNE
SLC25A32	NDNE
OR2C1	NDNE
CAB39L	NDNE
CYGB	NDNE
KANK4	NDNE
LENG1	NDNE
PEAR1	NDNE
ZZZ3	NDNE
MRPS18B	NDNE
MYLK	NDNE
SPOCK1	NDNE
SDS	NDNE
CIR1	NDNE
PITPNM3	NDNE
SNX30	NDNE
REPIN1	NDNE
AUP1	NDNE
DNAI2	NDNE
UBE2O	NDNE
C9orf131	NDNE
TGFB1I1	NDNE
RFX8	NDNE
MRPS34	NDNE
CD163L1	NDNE
DENND5A	NDNE
CHKB	NDNE
PCBP3	NDNE
STK38	NDNE
ZNF646	NDNE
TAF7	NDNE
NUTM2E	NDNE
SAA4	NDNE
C11orf70	NDNE
TUBB1	NDNE
FCGR1A	NDNE
PSMB7	NDNE
PRR31	NDNE
EIF4A1	NDNE
KIAA1429	NDNE
RIC1	NDNE
NUDT16L1	NDNE
IL28RA,IFNLR1	NDNE
ARHGAP29	NDNE
GTF2F1	NDNE
RNF39	NDNE
ZNF16	NDNE
EHD4	NDNE
MAB21L3	NDNE
MTMR4	NDNE
NUDT8	NDNE
BTBD8	NDNE
BRD7	NDNE
ZNF195	NDNE
KIAA1377	NDNE
ACCS	NDNE
USP42	NDNE
TEN1	NDNE
TRAPPC5	NDNE
TAF6L	NDNE
PCMT1	NDNE
PRR16	NDNE
OR5D18	NDNE
SLC34A3	NDNE
KRT75	NDNE
FANK1	NDNE
METTL11B	NDNE
SLC6A1	NDNE
PDE10A	NDNE
PPEF2	NDNE
PIP5KL1	NDNE
SLC13A5	NDNE
FAM110C	NDNE
INTS5	NDNE
SMC4	NDNE
POU2AF1	NDNE
PSMA3	NDNE
IGFL4	NDNE
SRFBP1	NDNE
OSBPL11	NDNE
INSL5	NDNE
HDGF	NDNE
KMO	NDNE
HNRNPF	NDNE
VKORC1L1	NDNE
MRPS31	NDNE
NIP7	NDNE
IL4R	NDNE
SNX24	NDNE
C9orf85	NDNE
CHADL	NDNE
ACOX3	NDNE
TRIM35	NDNE
SYDE1	NDNE
CHI3L2	NDNE
ANAPC5	NDNE
LINC01549	NDNE
FYB	NDNE
TSPEAR-AS2	NDNE
DEFB106A	NDNE
BBS10	NDNE
EPHA5	NDNE
DDIT4	NDNE
TRIM49	NDNE
STK16	NDNE
ZNF732	NDNE
OR6C65	NDNE
HIF3A	NDNE
NDUFA9	NDNE
TAF1D	NDNE
ECHDC2	NDNE
OR1A2	NDNE
GFM1	NDNE
SLC12A4	NDNE
KRT72	NDNE
SFXN1	NDNE
RPS26	NDNE
MYH14	NDNE
CCZ1B	NDNE
REG1B	NDNE
UNC5A	NDNE
OTOGL	NDNE
CRACR2A	NDNE
HRAS	NDNE
FAM71B	NDNE
MBNL2	NDNE
AGBL3	NDNE
STEAP4	NDNE
NOMO2	NDNE
S100A1	NDNE
RASGRF1	NDNE
PSMC3IP	NDNE
KCTD1	NDNE
GMFB	NDNE
C14orf183	NDNE
DCPS	NDNE
EXOSC5	NDNE
PKD2L2	NDNE
SDR42E1	NDNE
PRTN3	NDNE
RASGRF2	NDNE
SCAMP5	NDNE
RIMBP3C	NDNE
REC114	NDNE
ZNF788	NDNE
PDIA4	NDNE
RGS20	NDNE
MEP1A	NDNE
U2SURP	NDNE
S100B	NDNE
NSMCE4A	NDNE
YTHDF2	NDNE
PMEPA1	NDNE
CNDP2	NDNE
SLC35E4	NDNE
CUL5	NDNE
C1orf162	NDNE
ALG2	NDNE
CYP3A5	NDNE
EFNB3	NDNE
TRMT5	NDNE
HERPUD1	NDNE
MYOF	NDNE
EIF5A	NDNE
OR52M1	NDNE
RAP1GAP	NDNE
DUX4L1	NDNE
VIPR2	NDNE
RFESD	NDNE
TMEM107	NDNE
ISLR	NDNE
PRKAB2	NDNE
SLC38A11	NDNE
FAM206A	NDNE
PPP6R1	NDNE
HMSD	NDNE
